id,date,user,pc,to,cc,bcc,from,activity,size,attachments,content
{Z0T3-G5GV23YM-3136IFEC},01/02/2010 09:03:03,FDV1224,PC-3565,Ferdinand.Dante.Valenzuela@dtaa.com,,,Sexton-Ciaran@hp.com,View,28895,,"Vertical joints were created by this uplift, which were eventually (and still are) preferentially eroded. The park also has a 7.4 magnitude night sky, making it one of the darkest in North America."
{T8J8-V2BD68KS-1220WPDF},01/02/2010 09:03:05,CXM1821,PC-8083,Ciara.Xantha.Mcdonald@dtaa.com,,,FIQ78@lockheedmartin.com,View,17138,,"No detailed records of his naval service between 1891 and 1901 appear to have survived. In 1914 Shackleton recruited Joyce for the Ross Sea party; despite his heroics this expedition marked the end of Joyce's association with the Antarctic, and of his exploring career, although he made repeated attempts to join other expeditions. Joyce, still in Australia, was contacted by Shackleton in February 1914 with outline plans for the Trans-Antarctic Expedition, and a place for Joyce in the supporting Ross Sea party. Bledsoe played in three more games, but his injury kept him from playing in the final two, giving Zolak his first starting appearance since 1995. He did not play in 1991, but started a few games in 1992 and had his most productive season statistically."
{R1H2-L6DN67IG-2032MHQX},01/02/2010 09:03:31,TGH3351,PC-0681,Joan.Martina.Fulton@dtaa.com;Kiona.Leila.Chase@dtaa.com,,,Tanner.Griffith.Holden@dtaa.com,Send,49872,,"In 2007 Minnesota students earned the highest average score in the nation on the ACT exam. Local public transit is provided by bus networks in the larger cities and by two rail lines: The Northstar Line commuter rail service runs from Big Lake to downtown Minneapolis, and the Blue Line electrified light rail service runs from the Northstar's terminus to the MSP Airport and Bloomington."
{J3B4-I9DB20HY-4394KPKX},01/02/2010 09:04:05,ISB0256,PC-3808,Illana.Savannah.Briggs@dtaa.com,,,Preston-Forbes@northropgrumman.com,View,44073,,"Cantor even sent one letter directly to Pope Leo XIII himself, and addressed several pamphlets to him. This was later published, as were several of his expository works. There are documented statements that call this Jewish ancestry into question: This business failed miserably, with many of the books ""sold as waste paper"". He then rose and wrote for many hours, fueled by innumerable cups of black coffee."
{L6V3-V7NR19JG-7503DSYN},01/02/2010 09:04:13,FDV1224,PC-3565,Kamal.Eric.Deleon@dtaa.com;Andrew.Tobias.Hoover@dtaa.com;Sage.Justine.Garrett@dtaa.com,Derek.Wang.Berry@dtaa.com;Kermit.Ishmael.Calderon@dtaa.com,Ferdinand.Dante.Valenzuela@dtaa.com,Ferdinand.Dante.Valenzuela@dtaa.com,Send,34951,,"However, this secret transport did not long remain hidden from enemy eyes. On 10 December, Edgar brought all three of his battalions into the line and by 14 December they were closing in Lakona, a key position on the 20th Division's retreat route. However, Jenkins has complained of the fact that a science fiction writer co-authored the documentary, and went on to characterize it as ""45 minutes of unabashed doomsday hype and the worst kind of inane sensationalism"". Thus ... our present universe [would] be annihilated [in December 2012]{ref label|D|d|d} when the Great Cycle of the Long Count reaches completion."""
{X2V5-V4ST07WK-1698KJQC},01/02/2010 09:05:06,CXM1821,PC-8083,Ciara.Xantha.Mcdonald@dtaa.com,,,Shellie_Melton@boeing.com,View,43099,,"Bruce Castle (formerly the Lordship House) is a Grade I listed 16th-century manor house in Lordship Lane, Tottenham, London. The grounds of the house were opened to the public as Bruce Castle Park in June 1892, the first public park in Tottenham. In July 2006 a major community archaeological dig was organised in the grounds by the Museum of London Archaeological Archive and Research Centre, as part of the centenary celebrations of the opening of Bruce Castle Museum, in which large numbers of local youths took part. The siege was lifted in the Relief of Mafeking on 16 May 1900. There is a monument to their marriage inside St Mary's Church, Brownsea Island."
{U0I0-X2YH42YX-7663SQIK},01/02/2010 09:05:18,FDV1224,PC-3565,Ferdinand.Dante.Valenzuela@dtaa.com,,,SFT8@northropgrumman.com,View,21658,,"In recognition of their discovery, they were awarded the 2005 Nobel Prize in Physiology or Medicine. In analogy to eucaryotic cytokines, they interfer with host cell functions and change the morphology of monocytes, inducing the expression of the surface marker protein CD11b, phagocytic activity, as well as cell adherence, which are indicative of monocyte differentiation into macrophages. In Europe, several nations are organizing spotter networks under the auspices of Skywarn Europe and the Tornado and Storm Research Organisation (TORRO) has maintained a network of spotters in the United Kingdom since 1974. The term ""twister"" is also used in that film, along with being the title of the 1996 tornado-related film Twister."
{C8F2-Q0MZ52AK-1360NOVC},01/02/2010 09:05:35,ZAR0404,PC-7841,Zane.Aubrey.Rollins@dtaa.com,,,Lysandra.Y.Davis@harris.com,View,17786,,"Three separate regimental musket duels ensued, as the 23rd Royal Welch Fusiliers and the two battalions of the 7th Fusiliers each took on a column. By 10 October 1810, only the British light division and some cavalry patrols remained outside the ""Lines"". Imaz duly capitulated and the French took possession of the fortress on 11 March."
{K0C7-L6BJ19JO-4631UVMU},01/02/2010 09:05:46,SHB3512,PC-9060,Sybill.Hanae.Burgess@dtaa.com,,,Sawyer.Hashim.Hogan@dtaa.com,View,20746,,"Work was carried out in the library in 1999 to extend the total shelf-length to just under {convert|6|km}. The chapel, on the south side of the college, can seat forty people. It is at once traditional and original."" Lord Nuffield's coat of arms are displayed over the fireplace, carved from a single piece of stone, and his portrait, painted by Sir Arthur Cope, hangs in the hall. After Harrison's preliminary studies, it became clear that the proposed site could not contain a college and an institute for social science research as planned; Nuffield agreed to provide an additional plot of land, on the opposite side of Worcester Street."
{F9R0-A2RV48JP-7009WRLM},01/02/2010 09:06:08,SHB3512,PC-9060,Sybill.Hanae.Burgess@dtaa.com,,,Isabelle.H.Terrell@lockheedmartin.com,View,23661,,"Following the outbreak of the Soviet-German War in 1941 the camps started to receive a large number of Soviet POWs. The reconnaissance squad was led by S/SGT Albert J. Kosiek. File:Bundesarchiv Bild 192-018, KZ Mauthausen, Sprengungen im Steinbruch.jpg|An explosion in the quarry, probably done as demonstration for Himmler during his visit. Harvey's 1913 bid for the Third Congressional District of Arkansas would also fail. The bank building was bought in 1944 by D. L. King of Rogers, who remodeled it and made it home to his Atlas Manufacturing Company which produced poultry equipment."
{X7S6-G8WJ63GG-1652AUHB},01/02/2010 09:06:11,CBA1023,PC-1570,Cheryl.Brianna.Aguirre@dtaa.com,,,Urielle.Indira.Martinez@dtaa.com,View,26457,,"In The Selected Poems of Du Fu, Burton Watson follows the parallelisms quite strictly, persuading the western reader to adapt to the poems rather than vice versa. Du Fu's mother died shortly after he was born, and he was partially raised by his aunt. Du Fu's compassion, for himself and for others, was part of his general broadening of the scope of poetry: he devoted many works to topics which had previously been considered unsuitable for poetic treatment. Hafen and Hafen's Handcarts to Zion lists 13 deaths from the first company, seven from the second, and fewer than seven from the third. That night 13 emigrants died."
{F7Y1-E0FK71OM-3127KLNU},01/02/2010 09:06:14,SDH2394,PC-5849,Sarah.Cleo.Hubbard@dtaa.com,Jason.Amery.Franco@dtaa.com,Shaeleigh.Darryl.Hill@dtaa.com,Shaeleigh.Darryl.Hill@dtaa.com,Send,1589760,C:\SDH2394\6VIRD4T8.doc(1175005);C:\BU45GW3D.doc(387805),"Eventually, in 1106, Henry captured Robert, imprisoned him for life, and took control of Normandy. In 1156, the English Pope Adrian IV threatened to suspend Nigel from office unless the bishop restored all the lands that had belonged to the church when Nigel became bishop. The restitution was hampered by the absence of the king from England, and the dispute dragged on until finally it was resolved by Nigel pledging in front of Theobald of Bec, Archbishop of Canterbury, to restore the lands. In 1928, Kertesz switched from using plate-glass cameras to a Leica. The marriage was short-lived and he never spoke about it."
{P9U5-B7NG24MN-0333GMSA},01/02/2010 09:06:16,AKH0454,PC-2966,Austin.Kyle.Hanson@dtaa.com,,,Desirae.W.Mendez@harris.com,View,20374,,"A large shield of cirrus and cirrostratus clouds typically accompanies the high altitude outflow of hurricanes or typhoons, and these can make the underlying rain bands-and sometimes even the eye-difficult to detect in satellite photographs. The ice crystals in these clouds vary depending upon the height in the cloud. While Chamberlain had continued to give speeches at general elections, his entry into politics at age 42 in 1911 stemmed from interest in local politics and the opportunities they offered for social improvement. Austen Chamberlain, the brother of one opponent and, for a time, the political ally of the other, regretted the enmity, ""More's the pity, for together if they were together they might do a great deal."""
{D9R6-F0MW02FM-2564HEDS},01/02/2010 09:06:25,DAR0709,PC-4052,Demetrius.Amir.Reid@dtaa.com,,,Teagan.M.Acevedo@northropgrumman.com,View,36624,,"She carried {convert|3500|LT|t} of coal, and an additional {convert|1135|LT|t} of fuel oil that was to be sprayed on the coal to increase its burn rate. She had a metacentric height of {convert|6|ft|1} at deep load. Lion{'}s first action was as flagship of the battlecruiser force under the command of Admiral Beatty during the Battle of Heligoland Bight on 28 August 1914. The Creek was then channeled to form what Harvey referred to as ""the lagoon."" At about this time, the Arkansas, Oklahoma & Western Railroad (AO&W) was forming."
{J9E1-S1AC37TB-8377JYYK},01/02/2010 09:06:40,MBA1797,PC-0470,Petersen-John@comcast.net,Patton_Lucius@hotmail.com,MBA8133@verizon.net,MBA8133@verizon.net,Send,24152,,"In response to these alarming reports, as well as the unauthorized departures of two fur traders and Claude de Lorimier, a British Indian agent from Montreal, Hazen had sent 400 troops commanded by Colonel Timothy Bedel of Bedel's Regiment to occupy a strategic position at The Cedars in early April. Consequently, Sherburne decided to delay crossing the river, and sent word back to Montreal requesting further assistance. He returned to Montreal and reported that a force of 150 British troops of the 8th Foot and about 500 Iroquois commanded by Captain Forster was approaching. On May 15, Colonel Bedel left The Cedars, leaving Lieutenant Butterfield in charge of the fort. None of the Indians recruited by these men reached Montreal until well after the Americans had left the city."
{S6X1-Q2IX44KJ-1252XCOC},01/02/2010 09:06:44,BCM3794,PC-7608,Brianna.Callie.Miranda@dtaa.com,,,Virginia_Rush@lockheedmartin.com,View,27285,,"Lunney has been interviewed in numerous documentaries about the space program, including Apollo 13: To the Edge and Back (PBS), To the Moon (PBS) and Failure is Not an Option (History Channel). ""Lunney's innovation and dedication to the U.S. space flight program"", said the RNASA Advisor General, ""has set a standard for current and future generations of space explorers. The ASTP mission took place in July 1975. The technical agreement that he helped to draft laid the groundwork for the mission which was to become the Apollo-Soyuz Test Project (ASTP)."
{Y9D3-I4RW76CN-0471YBWM},01/02/2010 09:07:10,RAA1455,PC-7117,Ryder.Acton.Andrews@dtaa.com,,,Aristotle.Avram.Moran@dtaa.com,View,16346,,"As the show progressed through tryouts, Hammerstein repeatedly revised it, obscuring Suzy's profession and the nature of Fauna's house. Traubel's understudy, Ruth Kobart played 42 of the show's 245 performances. Millicent, a wealthy young lady, enters from the next room, where she has been spending (part of) the night with Doc. She decides she cannot stay with Doc, but tells her friends that if Doc fell ill, she would care for him."
{D8W1-K3BI67AC-4212MTQQ},01/02/2010 09:09:25,KPS3882,PC-9504,Kai.Patricia.Suarez@dtaa.com,,,Chester-Head@hp.com,View,16747,,"The colonies soon adopted the system of sugar plantations successfully used by the Portuguese in Brazil, which depended on slave labour, and-at first-Dutch ships, to sell the slaves and buy the sugar. The U.S. declared war, the War of 1812, in which both sides tried to make major gains at the other's expense. This rivalry in Eurasia came to be known as the ""Great Game"". The dipole moment of Uranus is 50 times that of Earth. Although there is no well-defined solid surface within Uranus's interior, the outermost part of Uranus's gaseous envelope that is accessible to remote sensing is called its atmosphere."
{M8J7-T1NF37AG-5352MAOT},01/02/2010 09:09:27,REC0283,PC-6764,Robert.Edward.Carney@dtaa.com,,,FPC945@boeing.com,View,18810,,"May later stated to a USAF accident investigation board that his ""Tally 2"" call meant that he saw two helicopters but did not mean that he was confirming Wickson's identification of them as Hinds. A short time later, John White, U.S. Deputy Secretary of Defense, wrote a letter to Roth in which he asked that those four officers not be deposed. They had their fangs out."
{J7X1-Q2YK95DS-3306HOXP},01/02/2010 09:09:44,SFC2336,PC-1921,Sloane.Francesca.Campbell@dtaa.com,,,Barry.Jacob.Hale@dtaa.com,View,42684,,"Restricted to the southern tip of the Baja California peninsula, it is a member of the genus Oryzomys of family Cricetidae. Oryzomys was previously a much larger genus, but most species were progressively removed in various studies, culminating in contributions by Marcelo Weksler and coworkers in 2006 that excluded more than forty species from the genus. It marked Wilco's third top 10 album on the U.S. pop chart. While waiting for the commercial release of Yankee Hotel Foxtrot, Wilco agreed to support R.E.M. collaborator Scott McCaughey for an album release by The Minus 5."
{Y1G9-P2TC82SV-7035FDDP},01/02/2010 09:09:48,SFC2336,PC-1921,Dorian.Jonathan.Flores@dtaa.com,Robert.Peter.Hull@dtaa.com,Sloane.Francesca.Campbell@dtaa.com,Sloane.Francesca.Campbell@dtaa.com,Send,23888,,"The ballerina Anna Pavlova included many of these extracts from the 1902 production on her world tours in a revised staging by balletmaster Ivan Clustine. In the 1952 choreography, Sylvia incorporated new and interesting techniques such as the blending of mime and dance and more intricate footwork, as are typical of Ashton's works. Captive in Orion's island hideout, Sylvia is tempted by him with jewels and wine to no avail. In fact, the first seven productions of Sylvia were not successful."
{D1T2-E5KJ71PH-2294NUPO},01/02/2010 09:10:00,CXM1821,PC-8083,Ciara.Xantha.Mcdonald@dtaa.com,,,Shellie_Melton@boeing.com,View,43099,,"Bruce Castle (formerly the Lordship House) is a Grade I listed 16th-century manor house in Lordship Lane, Tottenham, London. The grounds of the house were opened to the public as Bruce Castle Park in June 1892, the first public park in Tottenham. In July 2006 a major community archaeological dig was organised in the grounds by the Museum of London Archaeological Archive and Research Centre, as part of the centenary celebrations of the opening of Bruce Castle Museum, in which large numbers of local youths took part. The siege was lifted in the Relief of Mafeking on 16 May 1900. There is a monument to their marriage inside St Mary's Church, Brownsea Island."
{U9K4-J7UG99CL-8328MRHJ},01/02/2010 09:10:06,SFC2336,PC-1921,Sloane.Francesca.Campbell@dtaa.com,,,YST73@boeing.com,View,14588,,"A 2009 study, which incorporated results from a 2007 survey, found that the species had declined between 1982 and 2007, in common with two other species on Saipan, the Rufous Fantail and the Nightingale Reed-warbler. The Golden White-eye is also aggressive towards the smaller Bridled White-eye, chasing it away from food and perches and flying through flocks of them in order to disperse them. Before the United States Declaration of Independence in 1776, convicts were also sent to one of the American colonies, a process known as penal transportation, often for the most minor offence. Originally built to hold pirates, the Strong Room was just a few yards from the prison's sewer."
{H5Q6-X9YU22NW-1539TCBF},01/02/2010 09:10:07,ZAR0404,PC-7841,Zane.Aubrey.Rollins@dtaa.com,,,Yuli.Quincy.Barker@dtaa.com,View,24277,,"While Murat was making demonstrations across the Black Forest, other French forces would then invade the German heartland and swing towards the southeast by capturing Augsburg, a move that was supposed to isolate Mack and interrupt the Austrian lines of communication. The decisive victory at Ulm is also believed to be a product of the long training and preparation the Grande Armee received at the camps of Boulogne. Hues was also required to help price Harriot's books and other possessions for sale to the Bodleian Library. Hues lived at Christ Church at this time, but may have occasionally attended upon Northumberland at Petworth House in Petworth, West Sussex, and at Syon House in London after the latter's release from the Tower in 1622."
{P8R9-Q0EF71OV-6851SJJM},01/02/2010 09:10:13,RAA1455,PC-7117,Leslie.Gwendolyn.Jacobs@dtaa.com,,,Ryder.Acton.Andrews@dtaa.com,Send,48819,,"""I was a stranger in a strange land,"" she said later. A white woman once asked Tubman whether she believed women ought to have the vote, and received the reply: ""I suffered enough to believe it."" When the American Civil War began, Tubman worked for the Union Army, first as a cook and nurse, and then as an armed scout and spy. Catherine Clinton suggests that the US$40,000 figure may have been a combined total of the various bounties offered around the region. He bite you."
{D3G7-R9VP64KW-9685ALKS},01/02/2010 09:10:29,SFC2336,PC-1921,Sloane.Francesca.Campbell@dtaa.com,,,Jenna.D.Jackson@harris.com,View,33038,,"Since the introduction of the western extension, TfL has made a number of bus route changes to take advantage of the presumed higher traffic speeds and the greater demand for public transport. It had also It had been criticised by car manufacturer Porsche, who announced they intended to request a judicial review. For example, Super Mario Sunshine for the Nintendo GameCube and Super Mario Galaxy for the Wii. Super Mario 64 is also characterized by featuring more puzzles than earlier Mario games."
{R2P7-F3PZ82XP-8288IVWU},01/02/2010 09:11:02,SFC2336,PC-1921,William_Mcbride@comcast.net,,Sloane_Campbell@juno.com,Sloane_Campbell@juno.com,Send,57972,,"Failure to pay results in a fine of ?120, reduced to ?60 if paid within 14 days, but increases to ?180 if unpaid after 28 days. TfL explained this as a result of changes to road priorities within the zone, delays caused by new pedestrian and road user safety schemes, and, most particularly, a doubling of road works in the latter half of 2006. By comparison, an experimental short-term congestion charge in Stockholm saw an average 25% reduction in traffic numbers. The detectives return to the house and forcefully conduct separate searches as an injured Heiter hides near his swimming pool. He contributed dialogue for his character and selected many of his character's outfits from his personal wardrobe."
{F9U2-T4BF48QQ-0347LTUP},01/02/2010 09:11:07,CXM1821,PC-8083,Ciara.Xantha.Mcdonald@dtaa.com,,,Amir.Akeem.Garrison@dtaa.com,View,31107,,"Raikkonen accelerated faster than Hamilton off the line, getting ahead of him down the first straight, but the McLaren driver pulled into the Ferrari's slipstream, before swerving to overtake Raikkonen in the inside of the corner Going into the first corner, Hamilton badly locked-up his front wheels while braking and ran wide; although there was no contact, Raikkonen was also forced wide in avoidance. Provisionally sitting in third as the session drew to a close, Massa was pushed back to fifth as Kovalainen and Alonso put in last-minute laps to fill the second row of the grid. Edward Gorman of The Times described Hamilton's move as ""impetuosity and untamed aggression"", adding that Hamilton ""gambled with a kamikaze attempt to get past Raikkonen"". The qualifying session on Saturday afternoon was split into three parts. He added that Kovalainen's impact with him at the first corner had caused handling difficulties in his car, which left him unable to improve on his third-placed finish."
{A4P2-X8XD61RK-4523YATJ},01/02/2010 09:11:07,SFC2336,PC-1921,Sloane.Francesca.Campbell@dtaa.com,,,CAT1@hp.com,View,31869,,"Since it opened, Brockway Mountain Drive has been recognized nationally and locally in several media outlets for its picturesque qualities, usually in profiles of Keweenaw County, the Upper Peninsula or other scenic drives. The road was constructed by the county road commission, the Works Project Administration (WPA) and the Civilian Conservation Corps (CCC) in 1933. Brockway Mountain was named for David D. Brockway, one of the pioneer residents of the area. It was briefly used as a connection for the parallel state highway after it opened."
{Q6K2-Y6EH83PF-3819KUFH},01/02/2010 09:11:07,SFC2336,PC-1921,Xantha.Charissa.Graves@dtaa.com,,Sloane.Francesca.Campbell@dtaa.com,Sloane.Francesca.Campbell@dtaa.com,Send,26978,,"The smoke and haze from these hits caused Lutzow to lose sight of Lion and she switched her fire to {HMS|Queen Mary||2} at 4:16. A few minutes earlier Scheer had ordered a simultaneous 180? starboard turn and Beatty lost sight of them in the haze. This began what was to be called the 'Run to the South' as Beatty changed course to steer east south-east at 3:45, paralleling Hipper's course, now that the range closed to under {convert|18000|yd}. They burned violently, with the flames reaching as high as the masthead, and killed most of the magazine and shell room crews still in the lower part of the mounting."
{L5G3-O1YB82YZ-3917BGAV},01/02/2010 09:11:16,SFC2336,PC-1921,French_Barclay@netzero.com,Sloane_Campbell@juno.com,,Sloane_Campbell@juno.com,Send,27840,,"On 23 October 2003 TfL published a report reviewing the first six months of the charge. However, since then, survival rates for LAS' witnessed cardiac arrests have tripled across Greater London. On 10 May 2006, in a live TV debate, Livingstone supported a rise in the charge to ?10 by 2008. Meanwhile Voller begins to feel ill from the earlier drugging, and is later shot by Heiter. The South Park episode ""HUMANCENTiPAD"" saw character Kyle Broflovski unwittingly agreeing to become a part of a ""Human CENTiPAD"" after failing to read the full details of an Apple user license agreement."
{X2B4-Y4TP55OB-5147NPUQ},01/02/2010 09:11:38,SFC2336,PC-1921,Sloane.Francesca.Campbell@dtaa.com,,,Jenna.D.Jackson@harris.com,View,33038,,"Since the introduction of the western extension, TfL has made a number of bus route changes to take advantage of the presumed higher traffic speeds and the greater demand for public transport. It had also It had been criticised by car manufacturer Porsche, who announced they intended to request a judicial review. For example, Super Mario Sunshine for the Nintendo GameCube and Super Mario Galaxy for the Wii. Super Mario 64 is also characterized by featuring more puzzles than earlier Mario games."
{Y3H8-J7TU66KS-6688VKHH},01/02/2010 09:11:39,SFC2336,PC-1921,Luke.D.Norman@juno.com,Sloane_Campbell@juno.com,,Sloane_Campbell@juno.com,Send,28259,,"At the request of Porsche, King's College released the full report of the possible effects of the new system that was originally commissioned by Transport for London. In October 2002, England's first congestion charging scheme was introduced in Durham, it was restricted to a single road in that city, with a ?2 charge. By May 2011, this had risen to ?5.5 million. Sukhdev Sandhu in The Daily Telegraph was generally negative about the film, stating, ""The Human Centipede has its moments, but they're largely obscured by umpteen holes in the plot as well as by reams of exposition"" and that it was ""an ultimately underwhelming affair that's neither sick or repellent enough to garner the cult status it so craves."" However, the surgeon changed his mind and decided that he in fact liked the idea, and so came up with a method of creating a human centipede.Mr Disgusting, Tom Six Answers Your Questions, 2:30-3:00[/ref] Six has claimed that the central and rear members of the centipede could survive for years by supplementing their diet with an IV drip."
{S0J5-U5NA06GJ-1268GTDY},01/02/2010 09:11:55,KPS3882,PC-9504,Kai.Patricia.Suarez@dtaa.com,,,Madeson.Kitra.Calderon@dtaa.com,View,38026,,"The game is a simple forward-scrolling rail shooter, similar to the Star Fox series. Most bosses have weapons that fire upon the player or reflect the player's shots. Modestly believing that architecture was a collaborative effort, he twice declined the offer of a knighthood. His station designs for London Underground became the corporation's standard design influencing designs by all architects working for the organisation in the 1930s."
{R4S1-P6XK77UZ-5951JWQI},01/02/2010 09:11:56,KBP0384,PC-9322,Anika.Rachel.Jacobs@dtaa.com,Knox.Baker.Powers@dtaa.com,Florence.Giselle.Neal@dtaa.com,Knox.Baker.Powers@dtaa.com,Send,27981,,"Southwark (local) was settled by the Romans around 43 CE. The low boundary wall together with the irregular use of spikes meant that Admiralty prisoners were often housed in the infirmary, chained to bolts fixed to the floor. Bishop Bonner, the last Roman Catholic Bishop of London, was imprisoned there in 1559, supposedly for his own safety, until his death 10 years later. Nicholas Udall, vicar of Braintree and headmaster of Eton College, was sent there in 1541 for buggery and suspected theft, though his appointment in 1555 as headmaster of Westminster School suggests the episode did his name no lasting harm. The poet Christopher Brooke was jailed in 1601 for helping the 17-year-old Ann More marry John Donne without her father's consent."
{X4U4-I4JC68QN-1363ACFI},01/02/2010 09:11:57,SFC2336,PC-1921,Dorian.Jonathan.Flores@dtaa.com;Nasim.Gareth.Ward@dtaa.com;Michelle.Indigo.Cote@dtaa.com;Wilma.Bell.Buckner@dtaa.com,,Sloane.Francesca.Campbell@dtaa.com,Sloane.Francesca.Campbell@dtaa.com,Send,2540752,C:\SFC2336\AYUMBFSC.doc(1784503);C:\50B3C4YW.doc(730929),"Morris's reasoning behind this is quite simple: the nature of the music is inextricably intertwined with Louis Merante's choreography, a consequence of the circumstances of composition. Aminta arrives at the temple of Diana to find a bacchanal but no Sylvia, who will soon arrive with Eros. The San Francisco Ballet performed Sylvia from April 21, 2006 through May 7 of that year after successful runs in 2004 and 2005. The ballet was recreated by Christopher Newton who (from both mental and visual records) reconstructed Ashton's original choreography and staged it for the Royal Ballet. The goddess of the hunt, outraged at this act, smites Orion and denies Aminta and Sylvia congress."
{G8J2-I4QM48IL-3553SAWI},01/02/2010 09:12:07,BCM3794,PC-7608,Camille.Inez.Duffy@dtaa.com,,,Brianna.Callie.Miranda@dtaa.com,Send,32998,,"Former Brigadier General Charles G. Dawes, who would win the Nobel Peace Prize in 1925, was nominated on the third ballot; he accepted. His earliest American ancestor, John Coolidge, emigrated from Cottenham, Cambridgeshire, England, around 1630 and settled in Watertown, Massachusetts."
{J6D0-X3KI27RX-9812DXLR},01/02/2010 09:12:35,CBA1023,PC-1570,Cheryl.Brianna.Aguirre@dtaa.com,,,Kyla_Robinson@northropgrumman.com,View,35354,,"The two men claimed they had found large numbers of fossils in Como Bluff, and warned that there were others in the area ""looking for such things"", which Marsh took to mean Cope. This was at least partly due to Carlin and Reed helping spread the rumors. This coup does not seem to have affected either Copan or Quirigua physically, there is no evidence that either city was attacked at this time and the victor seems not to have received any detectable tribute. In 738 the interlinked fortunes of Quirigua and Copan took a stunning change of direction when K'ak' Tiliw Chan Yopaat, reigning lord of Quirigua, captured the powerful, but elderly 13th king of Copan, Uaxaclajuun Ub'aah K'awiil, who had installed him on his throne in 725."
{E3B8-C3CI57KW-0904RDVL},01/02/2010 09:12:40,SFC2336,PC-1921,Sloane.Francesca.Campbell@dtaa.com,,,Maynard-Basil@lockheedmartin.com,View,20457,,"However, they went on to say that Christ had only a divine will and no human will (Monothelite is derived from the Greek for ""one will""), which led some to charge them with Apollinarian monophysitism. Furthermore in his works Maximus the Confessor argued the unconditionality of the divine incarnation. Under the storm and closer to where most tornadoes are found, evidence of a supercell and likelihood of a tornado includes inflow bands (particularly when curved) such as a ""beaver tail"", and other clues such as strength of inflow, warmth and moistness of inflow air, how outflow- or inflow-dominant a storm appears, and how far is the front flank precipitation core from the wall cloud. It is often thought that opening windows will lessen the damage caused by the tornado."
{M9F5-P0CM13XL-0326DPCT},01/02/2010 09:12:44,SDH2394,PC-5849,Shaeleigh.Darryl.Hill@dtaa.com,,,ACR1@northropgrumman.com,View,22253,,"The more harmful viruses are described as virulent. The causes of death include cell lysis (bursting), alterations to the cell's surface membrane and apoptosis (cell ""suicide"")."
{W7Y7-I1HR81BW-5126ZCIJ},01/02/2010 09:12:55,XCL1792,PC-7186,Zephania.Channing.Miranda@dtaa.com;Timon.Leo.Winters@dtaa.com,Abel.Cruz.Wiley@dtaa.com,Xantha.Carissa.Lester@dtaa.com,Xantha.Carissa.Lester@dtaa.com,Send,32499,,"He then rallied his company, which had suffered heavy casualties, and he was one of the first to reach the objective. The attack was a feint to mislead the German forces on the direction from which Hermies was to be assaulted."
{C2Y4-E1HK87YO-1761VUXK},01/02/2010 09:12:56,SFC2336,PC-1921,Sloane.Francesca.Campbell@dtaa.com,,,Xerxes.B.Guerra@lockheedmartin.com,View,30145,,"The species has bright, unmistakable plumage, with: an orange-yellow head coupled with a pale eye-ring; a yellow-green back, wings, and tail; and golden orange undersides. The juveniles have similar plumage, though duller than the adults', with brownish patches on the face and neck and brown-yellow streaks on the breast. Juveniles also have dusky bills and dull legs. Certain tree species are preferred as foraging habitat. Six zoos have recently received this species and breeding was expected to begin by 2011."
{O9N9-N7AS35HT-4224GZSO},01/02/2010 09:12:57,SDH2394,PC-5849,Shaeleigh.Darryl.Hill@dtaa.com,,,John.Ivor.Pope@dtaa.com,View,23737,,"Smith's contributions have been honored with a number of tributes by Russians and by the people of her home state of Maine. There is a bronze statue of Smith near the Maine State Museum in Augusta, which portrays Smith releasing a dove with a bear cub resting at her feet. To make space for Brimsek, Thompson was traded to the Detroit Red Wings for Normie Smith and $15,000; Thompson also received a $1,000 bonus from Boston. He is fifth all-time in goals-against average, allowing on average only 2.08 per a 60-minute span."
{G7C8-R9FZ68WI-2332MQIA},01/02/2010 09:13:08,SFC2336,PC-1921,Holder-Cadman@earthlink.net;Wilma_Buckner@verizon.net,,Sloane_Campbell@juno.com,Sloane_Campbell@juno.com,Send,32196,,"However, he eventually becomes irritated after being kept awake by the constant screaming of Katsuro (who, as the front part of the centipede, has his mouth free and is still able to speak) and the realization that Jenny is dying from blood poisoning. Among Rotten Tomatoes ""Top Critics"", which only considers the views of mainstream film critics, the film received a slightly lower rating of 44%, with an average rating of 4.5 from 9 reviews. TfL issued their first bond for ?200 million in 2005, to be repaid at 5% interest over 30 years. A substantial majority of respondents did not want the extension, however Livingstone said he was going ahead and that the polls were a ""charade"" which did not diminish his electoral mandate."
{B9Q0-W7UC47US-1743VNVO},01/02/2010 09:13:17,ZAR0404,PC-7841,Zane.Aubrey.Rollins@dtaa.com,,,Yuli.Quincy.Barker@dtaa.com,View,24277,,"While Murat was making demonstrations across the Black Forest, other French forces would then invade the German heartland and swing towards the southeast by capturing Augsburg, a move that was supposed to isolate Mack and interrupt the Austrian lines of communication. The decisive victory at Ulm is also believed to be a product of the long training and preparation the Grande Armee received at the camps of Boulogne. Hues was also required to help price Harriot's books and other possessions for sale to the Bodleian Library. Hues lived at Christ Church at this time, but may have occasionally attended upon Northumberland at Petworth House in Petworth, West Sussex, and at Syon House in London after the latter's release from the Tower in 1622."
